,STATE,STNAME,COUNTY,CTYNAME,YEAR,AGEGRP,TOT_MALE,TOT_FEMALE,TOT_POP,Year
217567,21,Kentucky,95,Harlan County,11,17,221,333,554,2018
217568,21,Kentucky,95,Harlan County,11,18,169,345,514,2018
217760,21,Kentucky,97,Harrison County,11,1,602,562,1164,2018
217761,21,Kentucky,97,Harrison County,11,2,539,526,1065,2018
217762,21,Kentucky,97,Harrison County,11,3,626,618,1244,2018
217763,21,Kentucky,97,Harrison County,11,4,636,540,1176,2018
217764,21,Kentucky,97,Harrison County,11,5,537,523,1060,2018
217765,21,Kentucky,97,Harrison County,11,6,615,579,1194,2018
217766,21,Kentucky,97,Harrison County,11,7,471,487,958,2018
217767,21,Kentucky,97,Harrison County,11,8,504,531,1035,2018
217768,21,Kentucky,97,Harrison County,11,9,531,573,1104,2018
217769,21,Kentucky,97,Harrison County,11,10,632,630,1262,2018
217770,21,Kentucky,97,Harrison County,11,11,672,705,1377,2018
217771,21,Kentucky,97,Harrison County,11,12,718,740,1458,2018
217772,21,Kentucky,97,Harrison County,11,13,671,712,1383,2018
217773,21,Kentucky,97,Harrison County,11,14,537,564,1101,2018
217774,21,Kentucky,97,Harrison County,11,15,393,424,817,2018
217775,21,Kentucky,97,Harrison County,11,16,278,345,623,2018
217776,21,Kentucky,97,Harrison County,11,17,160,237,397,2018
217777,21,Kentucky,97,Harrison County,11,18,106,254,360,2018
217969,21,Kentucky,99,Hart County,11,1,621,703,1324,2018
217970,21,Kentucky,99,Hart County,11,2,634,587,1221,2018
217971,21,Kentucky,99,Hart County,11,3,644,647,1291,2018
217972,21,Kentucky,99,Hart County,11,4,611,593,1204,2018
217973,21,Kentucky,99,Hart County,11,5,554,519,1073,2018
217974,21,Kentucky,99,Hart County,11,6,616,594,1210,2018
217975,21,Kentucky,99,Hart County,11,7,530,484,1014,2018
217976,21,Kentucky,99,Hart County,11,8,520,541,1061,2018
217977,21,Kentucky,99,Hart County,11,9,550,536,1086,2018
217978,21,Kentucky,99,Hart County,11,10,584,577,1161,2018
217979,21,Kentucky,99,Hart County,11,11,653,697,1350,2018
217980,21,Kentucky,99,Hart County,11,12,759,740,1499,2018
217981,21,Kentucky,99,Hart County,11,13,619,661,1280,2018
217982,21,Kentucky,99,Hart County,11,14,499,510,1009,2018
217983,21,Kentucky,99,Hart County,11,15,368,461,829,2018
217984,21,Kentucky,99,Hart County,11,16,282,304,586,2018
217985,21,Kentucky,99,Hart County,11,17,164,217,381,2018
217986,21,Kentucky,99,Hart County,11,18,90,237,327,2018
218178,21,Kentucky,101,Henderson County,11,1,1367,1391,2758,2018
218179,21,Kentucky,101,Henderson County,11,2,1533,1389,2922,2018
218180,21,Kentucky,101,Henderson County,11,3,1566,1566,3132,2018
218181,21,Kentucky,101,Henderson County,11,4,1399,1314,2713,2018
218182,21,Kentucky,101,Henderson County,11,5,1252,1200,2452,2018
218183,21,Kentucky,101,Henderson County,11,6,1463,1477,2940,2018
218184,21,Kentucky,101,Henderson County,11,7,1294,1391,2685,2018
218185,21,Kentucky,101,Henderson County,11,8,1395,1501,2896,2018
218186,21,Kentucky,101,Henderson County,11,9,1275,1351,2626,2018
218187,21,Kentucky,101,Henderson County,11,10,1415,1447,2862,2018
218188,21,Kentucky,101,Henderson County,11,11,1450,1513,2963,2018
218189,21,Kentucky,101,Henderson County,11,12,1594,1728,3322,2018
218190,21,Kentucky,101,Henderson County,11,13,1515,1793,3308,2018
218191,21,Kentucky,101,Henderson County,11,14,1251,1411,2662,2018
218192,21,Kentucky,101,Henderson County,11,15,944,1171,2115,2018
218193,21,Kentucky,101,Henderson County,11,16,635,776,1411,2018
218194,21,Kentucky,101,Henderson County,11,17,358,547,905,2018
218195,21,Kentucky,101,Henderson County,11,18,300,619,919,2018
218387,21,Kentucky,103,Henry County,11,1,503,446,949,2018
218388,21,Kentucky,103,Henry County,11,2,531,501,1032,2018
218389,21,Kentucky,103,Henry County,11,3,600,503,1103,2018
218390,21,Kentucky,103,Henry County,11,4,566,520,1086,2018
218391,21,Kentucky,103,Henry County,11,5,443,423,866,2018
218392,21,Kentucky,103,Henry County,11,6,454,443,897,2018
218393,21,Kentucky,103,Henry County,11,7,445,452,897,2018
218394,21,Kentucky,103,Henry County,11,8,473,502,975,2018
218395,21,Kentucky,103,Henry County,11,9,482,455,937,2018
218396,21,Kentucky,103,Henry County,11,10,506,551,1057,2018
218397,21,Kentucky,103,Henry County,11,11,542,610,1152,2018
218398,21,Kentucky,103,Henry County,11,12,578,582,1160,2018
218399,21,Kentucky,103,Henry County,11,13,578,587,1165,2018
218400,21,Kentucky,103,Henry County,11,14,477,538,1015,2018
218401,21,Kentucky,103,Henry County,11,15,325,382,707,2018
218402,21,Kentucky,103,Henry County,11,16,243,267,510,2018
218403,21,Kentucky,103,Henry County,11,17,149,186,335,2018
218404,21,Kentucky,103,Henry County,11,18,74,189,263,2018
218596,21,Kentucky,105,Hickman County,11,1,103,102,205,2018
218597,21,Kentucky,105,Hickman County,11,2,115,114,229,2018
218598,21,Kentucky,105,Hickman County,11,3,125,135,260,2018
218599,21,Kentucky,105,Hickman County,11,4,112,121,233,2018
218600,21,Kentucky,105,Hickman County,11,5,109,99,208,2018
218601,21,Kentucky,105,Hickman County,11,6,92,119,211,2018
218602,21,Kentucky,105,Hickman County,11,7,125,124,249,2018
218603,21,Kentucky,105,Hickman County,11,8,114,100,214,2018
218604,21,Kentucky,105,Hickman County,11,9,111,124,235,2018
218605,21,Kentucky,105,Hickman County,11,10,133,146,279,2018
218606,21,Kentucky,105,Hickman County,11,11,174,150,324,2018
218607,21,Kentucky,105,Hickman County,11,12,146,178,324,2018
218608,21,Kentucky,105,Hickman County,11,13,140,181,321,2018
218609,21,Kentucky,105,Hickman County,11,14,141,164,305,2018
218610,21,Kentucky,105,Hickman County,11,15,135,169,304,2018
218611,21,Kentucky,105,Hickman County,11,16,96,106,202,2018
218612,21,Kentucky,105,Hickman County,11,17,68,84,152,2018
218613,21,Kentucky,105,Hickman County,11,18,45,121,166,2018
218805,21,Kentucky,107,Hopkins County,11,1,1340,1310,2650,2018
218806,21,Kentucky,107,Hopkins County,11,2,1395,1411,2806,2018
218807,21,Kentucky,107,Hopkins County,11,3,1561,1452,3013,2018
218808,21,Kentucky,107,Hopkins County,11,4,1376,1236,2612,2018
218809,21,Kentucky,107,Hopkins County,11,5,1215,1208,2423,2018
218810,21,Kentucky,107,Hopkins County,11,6,1463,1450,2913,2018
218811,21,Kentucky,107,Hopkins County,11,7,1289,1309,2598,2018
218812,21,Kentucky,107,Hopkins County,11,8,1337,1399,2736,2018
218813,21,Kentucky,107,Hopkins County,11,9,1373,1399,2772,2018
218814,21,Kentucky,107,Hopkins County,11,10,1389,1354,2743,2018
218815,21,Kentucky,107,Hopkins County,11,11,1497,1544,3041,2018
218816,21,Kentucky,107,Hopkins County,11,12,1484,1714,3198,2018
218817,21,Kentucky,107,Hopkins County,11,13,1544,1705,3249,2018
218818,21,Kentucky,107,Hopkins County,11,14,1296,1448,2744,2018
218819,21,Kentucky,107,Hopkins County,11,15,1009,1123,2132,2018
218820,21,Kentucky,107,Hopkins County,11,16,661,838,1499,2018
218821,21,Kentucky,107,Hopkins County,11,17,450,588,1038,2018
218822,21,Kentucky,107,Hopkins County,11,18,297,604,901,2018
219014,21,Kentucky,109,Jackson County,11,1,436,424,860,2018
219015,21,Kentucky,109,Jackson County,11,2,445,386,831,2018
219016,21,Kentucky,109,Jackson County,11,3,458,398,856,2018
219017,21,Kentucky,109,Jackson County,11,4,420,372,792,2018
219018,21,Kentucky,109,Jackson County,11,5,365,322,687,2018
219019,21,Kentucky,109,Jackson County,11,6,410,424,834,2018
219020,21,Kentucky,109,Jackson County,11,7,356,365,721,2018
219021,21,Kentucky,109,Jackson County,11,8,431,439,870,2018
219022,21,Kentucky,109,Jackson County,11,9,424,449,873,2018
219023,21,Kentucky,109,Jackson County,11,10,480,462,942,2018
219024,21,Kentucky,109,Jackson County,11,11,441,487,928,2018
219025,21,Kentucky,109,Jackson County,11,12,470,490,960,2018
219026,21,Kentucky,109,Jackson County,11,13,469,502,971,2018
219027,21,Kentucky,109,Jackson County,11,14,390,404,794,2018
219028,21,Kentucky,109,Jackson County,11,15,320,340,660,2018
219029,21,Kentucky,109,Jackson County,11,16,208,231,439,2018
219030,21,Kentucky,109,Jackson County,11,17,105,151,256,2018
219031,21,Kentucky,109,Jackson County,11,18,54,114,168,2018
219223,21,Kentucky,111,Jefferson County,11,1,24792,23534,48326,2018
219224,21,Kentucky,111,Jefferson County,11,2,23955,22917,46872,2018
219225,21,Kentucky,111,Jefferson County,11,3,24162,23172,47334,2018
219226,21,Kentucky,111,Jefferson County,11,4,23523,22745,46268,2018
219227,21,Kentucky,111,Jefferson County,11,5,24082,23877,47959,2018
219228,21,Kentucky,111,Jefferson County,11,6,29851,30643,60494,2018
219229,21,Kentucky,111,Jefferson County,11,7,26995,26789,53784,2018
219230,21,Kentucky,111,Jefferson County,11,8,25250,25802,51052,2018
219231,21,Kentucky,111,Jefferson County,11,9,22162,23236,45398,2018
219232,21,Kentucky,111,Jefferson County,11,10,22874,24471,47345,2018
219233,21,Kentucky,111,Jefferson County,11,11,23025,24567,47592,2018
219234,21,Kentucky,111,Jefferson County,11,12,25296,27925,53221,2018
219235,21,Kentucky,111,Jefferson County,11,13,23507,26862,50369,2018
219236,21,Kentucky,111,Jefferson County,11,14,19276,22934,42210,2018
219237,21,Kentucky,111,Jefferson County,11,15,14038,16925,30963,2018
219238,21,Kentucky,111,Jefferson County,11,16,8806,12195,21001,2018
219239,21,Kentucky,111,Jefferson County,11,17,5614,8782,14396,2018
219240,21,Kentucky,111,Jefferson County,11,18,5219,10714,15933,2018
219432,21,Kentucky,113,Jessamine County,11,1,1813,1668,3481,2018
219433,21,Kentucky,113,Jessamine County,11,2,1860,1752,3612,2018
219434,21,Kentucky,113,Jessamine County,11,3,1838,1792,3630,2018
219435,21,Kentucky,113,Jessamine County,11,4,1899,1899,3798,2018
219436,21,Kentucky,113,Jessamine County,11,5,1852,1881,3733,2018
219437,21,Kentucky,113,Jessamine County,11,6,1798,1844,3642,2018
219438,21,Kentucky,113,Jessamine County,11,7,1540,1644,3184,2018
219439,21,Kentucky,113,Jessamine County,11,8,1615,1719,3334,2018
219440,21,Kentucky,113,Jessamine County,11,9,1652,1701,3353,2018
219441,21,Kentucky,113,Jessamine County,11,10,1785,1850,3635,2018
219442,21,Kentucky,113,Jessamine County,11,11,1590,1809,3399,2018
219443,21,Kentucky,113,Jessamine County,11,12,1729,1928,3657,2018
219444,21,Kentucky,113,Jessamine County,11,13,1578,1797,3375,2018
219445,21,Kentucky,113,Jessamine County,11,14,1240,1403,2643,2018
219446,21,Kentucky,113,Jessamine County,11,15,1026,1140,2166,2018
219447,21,Kentucky,113,Jessamine County,11,16,601,721,1322,2018
219448,21,Kentucky,113,Jessamine County,11,17,431,495,926,2018
219449,21,Kentucky,113,Jessamine County,11,18,434,596,1030,2018
219641,21,Kentucky,115,Johnson County,11,1,596,607,1203,2018
219642,21,Kentucky,115,Johnson County,11,2,667,692,1359,2018
219643,21,Kentucky,115,Johnson County,11,3,757,681,1438,2018
219644,21,Kentucky,115,Johnson County,11,4,728,649,1377,2018
219645,21,Kentucky,115,Johnson County,11,5,635,572,1207,2018
219646,21,Kentucky,115,Johnson County,11,6,666,660,1326,2018
219647,21,Kentucky,115,Johnson County,11,7,622,628,1250,2018
219648,21,Kentucky,115,Johnson County,11,8,680,704,1384,2018
219649,21,Kentucky,115,Johnson County,11,9,695,725,1420,2018
219650,21,Kentucky,115,Johnson County,11,10,769,806,1575,2018
219651,21,Kentucky,115,Johnson County,11,11,764,823,1587,2018
219652,21,Kentucky,115,Johnson County,11,12,748,837,1585,2018
219653,21,Kentucky,115,Johnson County,11,13,731,827,1558,2018
219654,21,Kentucky,115,Johnson County,11,14,681,728,1409,2018
219655,21,Kentucky,115,Johnson County,11,15,569,570,1139,2018
219656,21,Kentucky,115,Johnson County,11,16,335,403,738,2018
219657,21,Kentucky,115,Johnson County,11,17,207,253,460,2018
219658,21,Kentucky,115,Johnson County,11,18,121,250,371,2018
219850,21,Kentucky,117,Kenton County,11,1,5758,5460,11218,2018
219851,21,Kentucky,117,Kenton County,11,2,5643,5268,10911,2018
219852,21,Kentucky,117,Kenton County,11,3,5493,5529,11022,2018
219853,21,Kentucky,117,Kenton County,11,4,5238,4677,9915,2018
219854,21,Kentucky,117,Kenton County,11,5,4988,4716,9704,2018
219855,21,Kentucky,117,Kenton County,11,6,6321,6256,12577,2018
219856,21,Kentucky,117,Kenton County,11,7,6011,6008,12019,2018
219857,21,Kentucky,117,Kenton County,11,8,5757,5802,11559,2018
219858,21,Kentucky,117,Kenton County,11,9,5146,4997,10143,2018
219859,21,Kentucky,117,Kenton County,11,10,5047,4989,10036,2018
219860,21,Kentucky,117,Kenton County,11,11,5321,5631,10952,2018
219861,21,Kentucky,117,Kenton County,11,12,5659,5758,11417,2018
219862,21,Kentucky,117,Kenton County,11,13,5168,5431,10599,2018
219863,21,Kentucky,117,Kenton County,11,14,4064,4534,8598,2018
219864,21,Kentucky,117,Kenton County,11,15,2854,3262,6116,2018
219865,21,Kentucky,117,Kenton County,11,16,1724,2260,3984,2018
219866,21,Kentucky,117,Kenton County,11,17,1093,1522,2615,2018
219867,21,Kentucky,117,Kenton County,11,18,870,1796,2666,2018
220059,21,Kentucky,119,Knott County,11,1,425,416,841,2018
220060,21,Kentucky,119,Knott County,11,2,452,390,842,2018
220061,21,Kentucky,119,Knott County,11,3,418,427,845,2018
220062,21,Kentucky,119,Knott County,11,4,543,492,1035,2018
220063,21,Kentucky,119,Knott County,11,5,538,493,1031,2018
220064,21,Kentucky,119,Knott County,11,6,433,452,885,2018
220065,21,Kentucky,119,Knott County,11,7,355,370,725,2018
220066,21,Kentucky,119,Knott County,11,8,408,417,825,2018
220067,21,Kentucky,119,Knott County,11,9,440,460,900,2018
220068,21,Kentucky,119,Knott County,11,10,492,487,979,2018
220069,21,Kentucky,119,Knott County,11,11,539,592,1131,2018
220070,21,Kentucky,119,Knott County,11,12,576,582,1158,2018
220071,21,Kentucky,119,Knott County,11,13,596,539,1135,2018
220072,21,Kentucky,119,Knott County,11,14,470,507,977,2018
220073,21,Kentucky,119,Knott County,11,15,379,381,760,2018
220074,21,Kentucky,119,Knott County,11,16,201,282,483,2018
220075,21,Kentucky,119,Knott County,11,17,135,181,316,2018
220076,21,Kentucky,119,Knott County,11,18,73,185,258,2018
220268,21,Kentucky,121,Knox County,11,1,992,970,1962,2018
220269,21,Kentucky,121,Knox County,11,2,1045,959,2004,2018
220270,21,Kentucky,121,Knox County,11,3,1085,1022,2107,2018
220271,21,Kentucky,121,Knox County,11,4,1093,985,2078,2018
220272,21,Kentucky,121,Knox County,11,5,1098,928,2026,2018
220273,21,Kentucky,121,Knox County,11,6,1035,1070,2105,2018
220274,21,Kentucky,121,Knox County,11,7,902,924,1826,2018
220275,21,Kentucky,121,Knox County,11,8,907,918,1825,2018
220276,21,Kentucky,121,Knox County,11,9,901,929,1830,2018
220277,21,Kentucky,121,Knox County,11,10,1023,1036,2059,2018
220278,21,Kentucky,121,Knox County,11,11,1014,1074,2088,2018
220279,21,Kentucky,121,Knox County,11,12,1012,1082,2094,2018
220280,21,Kentucky,121,Knox County,11,13,893,1001,1894,2018
220281,21,Kentucky,121,Knox County,11,14,733,900,1633,2018
220282,21,Kentucky,121,Knox County,11,15,682,833,1515,2018
220283,21,Kentucky,121,Knox County,11,16,480,605,1085,2018
220284,21,Kentucky,121,Knox County,11,17,268,387,655,2018
220285,21,Kentucky,121,Knox County,11,18,173,345,518,2018
220477,21,Kentucky,123,Larue County,11,1,434,370,804,2018
220478,21,Kentucky,123,Larue County,11,2,439,420,859,2018
220479,21,Kentucky,123,Larue County,11,3,502,475,977,2018
220480,21,Kentucky,123,Larue County,11,4,477,395,872,2018
220481,21,Kentucky,123,Larue County,11,5,438,384,822,2018
220482,21,Kentucky,123,Larue County,11,6,428,447,875,2018
220483,21,Kentucky,123,Larue County,11,7,416,414,830,2018
220484,21,Kentucky,123,Larue County,11,8,472,466,938,2018
220485,21,Kentucky,123,Larue County,11,9,407,417,824,2018
220486,21,Kentucky,123,Larue County,11,10,433,454,887,2018
220487,21,Kentucky,123,Larue County,11,11,508,503,1011,2018
220488,21,Kentucky,123,Larue County,11,12,534,551,1085,2018
220489,21,Kentucky,123,Larue County,11,13,487,512,999,2018
220490,21,Kentucky,123,Larue County,11,14,399,429,828,2018
220491,21,Kentucky,123,Larue County,11,15,293,306,599,2018
220492,21,Kentucky,123,Larue County,11,16,188,272,460,2018
220493,21,Kentucky,123,Larue County,11,17,155,185,340,2018
220494,21,Kentucky,123,Larue County,11,18,92,205,297,2018
220686,21,Kentucky,125,Laurel County,11,1,1894,1845,3739,2018
220687,21,Kentucky,125,Laurel County,11,2,1982,1868,3850,2018
220688,21,Kentucky,125,Laurel County,11,3,2018,1959,3977,2018
220689,21,Kentucky,125,Laurel County,11,4,1942,1828,3770,2018
220690,21,Kentucky,125,Laurel County,11,5,1726,1668,3394,2018
220691,21,Kentucky,125,Laurel County,11,6,2049,2061,4110,2018
220692,21,Kentucky,125,Laurel County,11,7,1823,1884,3707,2018
220693,21,Kentucky,125,Laurel County,11,8,1869,2019,3888,2018
220694,21,Kentucky,125,Laurel County,11,9,1897,1989,3886,2018
220695,21,Kentucky,125,Laurel County,11,10,2106,2002,4108,2018
220696,21,Kentucky,125,Laurel County,11,11,2050,2167,4217,2018
220697,21,Kentucky,125,Laurel County,11,12,1979,2155,4134,2018
220698,21,Kentucky,125,Laurel County,11,13,1841,2127,3968,2018
220699,21,Kentucky,125,Laurel County,11,14,1635,1761,3396,2018
220700,21,Kentucky,125,Laurel County,11,15,1257,1388,2645,2018
220701,21,Kentucky,125,Laurel County,11,16,822,990,1812,2018
220702,21,Kentucky,125,Laurel County,11,17,499,673,1172,2018
220703,21,Kentucky,125,Laurel County,11,18,336,560,896,2018
220895,21,Kentucky,127,Lawrence County,11,1,531,443,974,2018
220896,21,Kentucky,127,Lawrence County,11,2,551,499,1050,2018
220897,21,Kentucky,127,Lawrence County,11,3,539,516,1055,2018
220898,21,Kentucky,127,Lawrence County,11,4,488,437,925,2018
220899,21,Kentucky,127,Lawrence County,11,5,401,375,776,2018
220900,21,Kentucky,127,Lawrence County,11,6,492,477,969,2018
220901,21,Kentucky,127,Lawrence County,11,7,427,398,825,2018
220902,21,Kentucky,127,Lawrence County,11,8,458,512,970,2018
220903,21,Kentucky,127,Lawrence County,11,9,482,483,965,2018
220904,21,Kentucky,127,Lawrence County,11,10,512,530,1042,2018
220905,21,Kentucky,127,Lawrence County,11,11,535,512,1047,2018
220906,21,Kentucky,127,Lawrence County,11,12,547,597,1144,2018
220907,21,Kentucky,127,Lawrence County,11,13,535,595,1130,2018
220908,21,Kentucky,127,Lawrence County,11,14,452,495,947,2018
220909,21,Kentucky,127,Lawrence County,11,15,357,373,730,2018
220910,21,Kentucky,127,Lawrence County,11,16,237,255,492,2018
220911,21,Kentucky,127,Lawrence County,11,17,128,169,297,2018
220912,21,Kentucky,127,Lawrence County,11,18,86,147,233,2018
221104,21,Kentucky,129,Lee County,11,1,227,179,406,2018
221105,21,Kentucky,129,Lee County,11,2,189,141,330,2018
221106,21,Kentucky,129,Lee County,11,3,196,183,379,2018
221107,21,Kentucky,129,Lee County,11,4,195,165,360,2018
221108,21,Kentucky,129,Lee County,11,5,223,151,374,2018
221109,21,Kentucky,129,Lee County,11,6,301,175,476,2018
221110,21,Kentucky,129,Lee County,11,7,271,190,461,2018
221111,21,Kentucky,129,Lee County,11,8,277,170,447,2018
221112,21,Kentucky,129,Lee County,11,9,247,182,429,2018
221113,21,Kentucky,129,Lee County,11,10,271,206,477,2018
221114,21,Kentucky,129,Lee County,11,11,303,277,580,2018
221115,21,Kentucky,129,Lee County,11,12,276,290,566,2018
221116,21,Kentucky,129,Lee County,11,13,276,236,512,2018
221117,21,Kentucky,129,Lee County,11,14,221,240,461,2018
221118,21,Kentucky,129,Lee County,11,15,170,187,357,2018
221119,21,Kentucky,129,Lee County,11,16,86,105,191,2018
221120,21,Kentucky,129,Lee County,11,17,56,77,133,2018
