,STATE,STNAME,COUNTY,CTYNAME,YEAR,AGEGRP,TOT_MALE,TOT_FEMALE,TOT_POP,Year
475667,42,Pennsylvania,63,Indiana County,11,2,2163,1986,4149,2018
475668,42,Pennsylvania,63,Indiana County,11,3,2228,2135,4363,2018
475669,42,Pennsylvania,63,Indiana County,11,4,3321,3458,6779,2018
475670,42,Pennsylvania,63,Indiana County,11,5,4780,4615,9395,2018
475671,42,Pennsylvania,63,Indiana County,11,6,2732,2101,4833,2018
475672,42,Pennsylvania,63,Indiana County,11,7,2219,2032,4251,2018
475673,42,Pennsylvania,63,Indiana County,11,8,2264,2088,4352,2018
475674,42,Pennsylvania,63,Indiana County,11,9,2025,1958,3983,2018
475675,42,Pennsylvania,63,Indiana County,11,10,2380,2303,4683,2018
475676,42,Pennsylvania,63,Indiana County,11,11,2615,2594,5209,2018
475677,42,Pennsylvania,63,Indiana County,11,12,2923,2984,5907,2018
475678,42,Pennsylvania,63,Indiana County,11,13,3052,3013,6065,2018
475679,42,Pennsylvania,63,Indiana County,11,14,2626,2647,5273,2018
475680,42,Pennsylvania,63,Indiana County,11,15,1909,2040,3949,2018
475681,42,Pennsylvania,63,Indiana County,11,16,1389,1648,3037,2018
475682,42,Pennsylvania,63,Indiana County,11,17,917,1152,2069,2018
475683,42,Pennsylvania,63,Indiana County,11,18,663,1489,2152,2018
475875,42,Pennsylvania,65,Jefferson County,11,1,1239,1150,2389,2018
475876,42,Pennsylvania,65,Jefferson County,11,2,1336,1271,2607,2018
475877,42,Pennsylvania,65,Jefferson County,11,3,1299,1275,2574,2018
475878,42,Pennsylvania,65,Jefferson County,11,4,1305,1244,2549,2018
475879,42,Pennsylvania,65,Jefferson County,11,5,1150,1095,2245,2018
475880,42,Pennsylvania,65,Jefferson County,11,6,1338,1252,2590,2018
475881,42,Pennsylvania,65,Jefferson County,11,7,1257,1163,2420,2018
475882,42,Pennsylvania,65,Jefferson County,11,8,1222,1205,2427,2018
475883,42,Pennsylvania,65,Jefferson County,11,9,1177,1138,2315,2018
475884,42,Pennsylvania,65,Jefferson County,11,10,1356,1325,2681,2018
475885,42,Pennsylvania,65,Jefferson County,11,11,1479,1438,2917,2018
475886,42,Pennsylvania,65,Jefferson County,11,12,1682,1638,3320,2018
475887,42,Pennsylvania,65,Jefferson County,11,13,1698,1712,3410,2018
475888,42,Pennsylvania,65,Jefferson County,11,14,1377,1458,2835,2018
475889,42,Pennsylvania,65,Jefferson County,11,15,1079,1089,2168,2018
475890,42,Pennsylvania,65,Jefferson County,11,16,767,931,1698,2018
475891,42,Pennsylvania,65,Jefferson County,11,17,531,689,1220,2018
475892,42,Pennsylvania,65,Jefferson County,11,18,440,836,1276,2018
476084,42,Pennsylvania,67,Juniata County,11,1,708,690,1398,2018
476085,42,Pennsylvania,67,Juniata County,11,2,769,729,1498,2018
476086,42,Pennsylvania,67,Juniata County,11,3,815,769,1584,2018
476087,42,Pennsylvania,67,Juniata County,11,4,813,772,1585,2018
476088,42,Pennsylvania,67,Juniata County,11,5,683,647,1330,2018
476089,42,Pennsylvania,67,Juniata County,11,6,721,677,1398,2018
476090,42,Pennsylvania,67,Juniata County,11,7,685,669,1354,2018
476091,42,Pennsylvania,67,Juniata County,11,8,724,701,1425,2018
476092,42,Pennsylvania,67,Juniata County,11,9,656,656,1312,2018
476093,42,Pennsylvania,67,Juniata County,11,10,813,763,1576,2018
476094,42,Pennsylvania,67,Juniata County,11,11,865,832,1697,2018
476095,42,Pennsylvania,67,Juniata County,11,12,919,884,1803,2018
476096,42,Pennsylvania,67,Juniata County,11,13,876,906,1782,2018
476097,42,Pennsylvania,67,Juniata County,11,14,756,720,1476,2018
476098,42,Pennsylvania,67,Juniata County,11,15,657,634,1291,2018
476099,42,Pennsylvania,67,Juniata County,11,16,407,466,873,2018
476100,42,Pennsylvania,67,Juniata County,11,17,276,380,656,2018
476101,42,Pennsylvania,67,Juniata County,11,18,242,424,666,2018
476293,42,Pennsylvania,69,Lackawanna County,11,1,5821,5500,11321,2018
476294,42,Pennsylvania,69,Lackawanna County,11,2,6078,5763,11841,2018
476295,42,Pennsylvania,69,Lackawanna County,11,3,6593,5952,12545,2018
476296,42,Pennsylvania,69,Lackawanna County,11,4,6614,6606,13220,2018
476297,42,Pennsylvania,69,Lackawanna County,11,5,6120,6499,12619,2018
476298,42,Pennsylvania,69,Lackawanna County,11,6,6879,6602,13481,2018
476299,42,Pennsylvania,69,Lackawanna County,11,7,6515,6396,12911,2018
476300,42,Pennsylvania,69,Lackawanna County,11,8,6153,6155,12308,2018
476301,42,Pennsylvania,69,Lackawanna County,11,9,5660,5821,11481,2018
476302,42,Pennsylvania,69,Lackawanna County,11,10,6517,6617,13134,2018
476303,42,Pennsylvania,69,Lackawanna County,11,11,6834,7146,13980,2018
476304,42,Pennsylvania,69,Lackawanna County,11,12,7441,7845,15286,2018
476305,42,Pennsylvania,69,Lackawanna County,11,13,7003,7602,14605,2018
476306,42,Pennsylvania,69,Lackawanna County,11,14,6224,6689,12913,2018
476307,42,Pennsylvania,69,Lackawanna County,11,15,4716,5485,10201,2018
476308,42,Pennsylvania,69,Lackawanna County,11,16,3287,4111,7398,2018
476309,42,Pennsylvania,69,Lackawanna County,11,17,1989,3152,5141,2018
476310,42,Pennsylvania,69,Lackawanna County,11,18,1886,4522,6408,2018
476502,42,Pennsylvania,71,Lancaster County,11,1,18157,17039,35196,2018
476503,42,Pennsylvania,71,Lancaster County,11,2,18200,17104,35304,2018
476504,42,Pennsylvania,71,Lancaster County,11,3,18278,17630,35908,2018
476505,42,Pennsylvania,71,Lancaster County,11,4,18221,17800,36021,2018
476506,42,Pennsylvania,71,Lancaster County,11,5,16962,17082,34044,2018
476507,42,Pennsylvania,71,Lancaster County,11,6,18564,18448,37012,2018
476508,42,Pennsylvania,71,Lancaster County,11,7,17301,17344,34645,2018
476509,42,Pennsylvania,71,Lancaster County,11,8,16062,16291,32353,2018
476510,42,Pennsylvania,71,Lancaster County,11,9,14634,14906,29540,2018
476511,42,Pennsylvania,71,Lancaster County,11,10,15500,15740,31240,2018
476512,42,Pennsylvania,71,Lancaster County,11,11,16562,17036,33598,2018
476513,42,Pennsylvania,71,Lancaster County,11,12,17608,18816,36424,2018
476514,42,Pennsylvania,71,Lancaster County,11,13,16786,17926,34712,2018
476515,42,Pennsylvania,71,Lancaster County,11,14,13810,15328,29138,2018
476516,42,Pennsylvania,71,Lancaster County,11,15,11087,12567,23654,2018
476517,42,Pennsylvania,71,Lancaster County,11,16,7747,9411,17158,2018
476518,42,Pennsylvania,71,Lancaster County,11,17,5209,7049,12258,2018
476519,42,Pennsylvania,71,Lancaster County,11,18,5628,9724,15352,2018
476711,42,Pennsylvania,73,Lawrence County,11,1,2268,2226,4494,2018
476712,42,Pennsylvania,73,Lawrence County,11,2,2297,2255,4552,2018
476713,42,Pennsylvania,73,Lawrence County,11,3,2452,2502,4954,2018
476714,42,Pennsylvania,73,Lawrence County,11,4,2594,2526,5120,2018
476715,42,Pennsylvania,73,Lawrence County,11,5,2602,2412,5014,2018
476716,42,Pennsylvania,73,Lawrence County,11,6,2539,2381,4920,2018
476717,42,Pennsylvania,73,Lawrence County,11,7,2332,2170,4502,2018
476718,42,Pennsylvania,73,Lawrence County,11,8,2274,2429,4703,2018
476719,42,Pennsylvania,73,Lawrence County,11,9,2249,2290,4539,2018
476720,42,Pennsylvania,73,Lawrence County,11,10,2682,2708,5390,2018
476721,42,Pennsylvania,73,Lawrence County,11,11,2780,2849,5629,2018
476722,42,Pennsylvania,73,Lawrence County,11,12,3084,3417,6501,2018
476723,42,Pennsylvania,73,Lawrence County,11,13,3381,3534,6915,2018
476724,42,Pennsylvania,73,Lawrence County,11,14,2795,3065,5860,2018
476725,42,Pennsylvania,73,Lawrence County,11,15,1967,2408,4375,2018
476726,42,Pennsylvania,73,Lawrence County,11,16,1462,1832,3294,2018
476727,42,Pennsylvania,73,Lawrence County,11,17,981,1520,2501,2018
476728,42,Pennsylvania,73,Lawrence County,11,18,973,1948,2921,2018
476920,42,Pennsylvania,75,Lebanon County,11,1,4207,4067,8274,2018
476921,42,Pennsylvania,75,Lebanon County,11,2,4605,4513,9118,2018
476922,42,Pennsylvania,75,Lebanon County,11,3,4773,4414,9187,2018
476923,42,Pennsylvania,75,Lebanon County,11,4,4662,4349,9011,2018
476924,42,Pennsylvania,75,Lebanon County,11,5,4344,4203,8547,2018
476925,42,Pennsylvania,75,Lebanon County,11,6,4229,4126,8355,2018
476926,42,Pennsylvania,75,Lebanon County,11,7,4109,4117,8226,2018
476927,42,Pennsylvania,75,Lebanon County,11,8,4234,4265,8499,2018
476928,42,Pennsylvania,75,Lebanon County,11,9,4011,4015,8026,2018
476929,42,Pennsylvania,75,Lebanon County,11,10,4305,4284,8589,2018
476930,42,Pennsylvania,75,Lebanon County,11,11,4458,4544,9002,2018
476931,42,Pennsylvania,75,Lebanon County,11,12,4782,4932,9714,2018
476932,42,Pennsylvania,75,Lebanon County,11,13,4534,4835,9369,2018
476933,42,Pennsylvania,75,Lebanon County,11,14,3977,4272,8249,2018
476934,42,Pennsylvania,75,Lebanon County,11,15,3170,3518,6688,2018
476935,42,Pennsylvania,75,Lebanon County,11,16,2210,2800,5010,2018
476936,42,Pennsylvania,75,Lebanon County,11,17,1428,1966,3394,2018
476937,42,Pennsylvania,75,Lebanon County,11,18,1411,2645,4056,2018
477129,42,Pennsylvania,77,Lehigh County,11,1,11295,10536,21831,2018
477130,42,Pennsylvania,77,Lehigh County,11,2,11603,11000,22603,2018
477131,42,Pennsylvania,77,Lehigh County,11,3,12561,11564,24125,2018
477132,42,Pennsylvania,77,Lehigh County,11,4,12366,11959,24325,2018
477133,42,Pennsylvania,77,Lehigh County,11,5,11833,12054,23887,2018
477134,42,Pennsylvania,77,Lehigh County,11,6,12478,12180,24658,2018
477135,42,Pennsylvania,77,Lehigh County,11,7,12101,11996,24097,2018
477136,42,Pennsylvania,77,Lehigh County,11,8,11818,11942,23760,2018
477137,42,Pennsylvania,77,Lehigh County,11,9,10981,11000,21981,2018
477138,42,Pennsylvania,77,Lehigh County,11,10,11301,11635,22936,2018
477139,42,Pennsylvania,77,Lehigh County,11,11,11840,12381,24221,2018
477140,42,Pennsylvania,77,Lehigh County,11,12,12202,12805,25007,2018
477141,42,Pennsylvania,77,Lehigh County,11,13,10973,12189,23162,2018
477142,42,Pennsylvania,77,Lehigh County,11,14,8947,9968,18915,2018
477143,42,Pennsylvania,77,Lehigh County,11,15,7018,8165,15183,2018
477144,42,Pennsylvania,77,Lehigh County,11,16,4829,6084,10913,2018
477145,42,Pennsylvania,77,Lehigh County,11,17,3030,4433,7463,2018
477146,42,Pennsylvania,77,Lehigh County,11,18,3012,6021,9033,2018
477338,42,Pennsylvania,79,Luzerne County,11,1,8261,8132,16393,2018
477339,42,Pennsylvania,79,Luzerne County,11,2,8568,8344,16912,2018
477340,42,Pennsylvania,79,Luzerne County,11,3,9142,8693,17835,2018
477341,42,Pennsylvania,79,Luzerne County,11,4,10202,9416,19618,2018
477342,42,Pennsylvania,79,Luzerne County,11,5,10120,9281,19401,2018
477343,42,Pennsylvania,79,Luzerne County,11,6,11280,9840,21120,2018
477344,42,Pennsylvania,79,Luzerne County,11,7,10125,9116,19241,2018
477345,42,Pennsylvania,79,Luzerne County,11,8,9601,8957,18558,2018
477346,42,Pennsylvania,79,Luzerne County,11,9,8964,8807,17771,2018
477347,42,Pennsylvania,79,Luzerne County,11,10,10471,10317,20788,2018
477348,42,Pennsylvania,79,Luzerne County,11,11,11166,10875,22041,2018
477349,42,Pennsylvania,79,Luzerne County,11,12,11366,11581,22947,2018
477350,42,Pennsylvania,79,Luzerne County,11,13,10622,11215,21837,2018
477351,42,Pennsylvania,79,Luzerne County,11,14,9090,9995,19085,2018
477352,42,Pennsylvania,79,Luzerne County,11,15,7328,8268,15596,2018
477353,42,Pennsylvania,79,Luzerne County,11,16,4869,6223,11092,2018
477354,42,Pennsylvania,79,Luzerne County,11,17,3050,4705,7755,2018
477355,42,Pennsylvania,79,Luzerne County,11,18,2920,6736,9656,2018
477547,42,Pennsylvania,81,Lycoming County,11,1,3114,2947,6061,2018
477548,42,Pennsylvania,81,Lycoming County,11,2,3280,3221,6501,2018
477549,42,Pennsylvania,81,Lycoming County,11,3,3395,3342,6737,2018
477550,42,Pennsylvania,81,Lycoming County,11,4,3755,3381,7136,2018
477551,42,Pennsylvania,81,Lycoming County,11,5,3544,3351,6895,2018
477552,42,Pennsylvania,81,Lycoming County,11,6,4030,3695,7725,2018
477553,42,Pennsylvania,81,Lycoming County,11,7,3620,3556,7176,2018
477554,42,Pennsylvania,81,Lycoming County,11,8,3271,3395,6666,2018
477555,42,Pennsylvania,81,Lycoming County,11,9,2835,3096,5931,2018
477556,42,Pennsylvania,81,Lycoming County,11,10,3277,3569,6846,2018
477557,42,Pennsylvania,81,Lycoming County,11,11,3660,3783,7443,2018
477558,42,Pennsylvania,81,Lycoming County,11,12,4065,4241,8306,2018
477559,42,Pennsylvania,81,Lycoming County,11,13,4115,4191,8306,2018
477560,42,Pennsylvania,81,Lycoming County,11,14,3379,3522,6901,2018
477561,42,Pennsylvania,81,Lycoming County,11,15,2487,2864,5351,2018
477562,42,Pennsylvania,81,Lycoming County,11,16,1597,2157,3754,2018
477563,42,Pennsylvania,81,Lycoming County,11,17,1163,1591,2754,2018
477564,42,Pennsylvania,81,Lycoming County,11,18,1078,2097,3175,2018
477756,42,Pennsylvania,83,McKean County,11,1,1030,912,1942,2018
477757,42,Pennsylvania,83,McKean County,11,2,1185,1040,2225,2018
477758,42,Pennsylvania,83,McKean County,11,3,1237,1186,2423,2018
477759,42,Pennsylvania,83,McKean County,11,4,1401,1248,2649,2018
477760,42,Pennsylvania,83,McKean County,11,5,1355,1187,2542,2018
477761,42,Pennsylvania,83,McKean County,11,6,1360,1078,2438,2018
477762,42,Pennsylvania,83,McKean County,11,7,1417,1034,2451,2018
477763,42,Pennsylvania,83,McKean County,11,8,1296,1011,2307,2018
477764,42,Pennsylvania,83,McKean County,11,9,1235,1108,2343,2018
477765,42,Pennsylvania,83,McKean County,11,10,1434,1278,2712,2018
477766,42,Pennsylvania,83,McKean County,11,11,1414,1333,2747,2018
477767,42,Pennsylvania,83,McKean County,11,12,1514,1543,3057,2018
477768,42,Pennsylvania,83,McKean County,11,13,1577,1595,3172,2018
477769,42,Pennsylvania,83,McKean County,11,14,1233,1241,2474,2018
477770,42,Pennsylvania,83,McKean County,11,15,906,1022,1928,2018
477771,42,Pennsylvania,83,McKean County,11,16,652,766,1418,2018
477772,42,Pennsylvania,83,McKean County,11,17,409,606,1015,2018
477773,42,Pennsylvania,83,McKean County,11,18,399,726,1125,2018
477965,42,Pennsylvania,85,Mercer County,11,1,2885,2617,5502,2018
477966,42,Pennsylvania,85,Mercer County,11,2,2841,2668,5509,2018
477967,42,Pennsylvania,85,Mercer County,11,3,3118,3107,6225,2018
477968,42,Pennsylvania,85,Mercer County,11,4,4028,3442,7470,2018
477969,42,Pennsylvania,85,Mercer County,11,5,3868,3624,7492,2018
477970,42,Pennsylvania,85,Mercer County,11,6,3122,2780,5902,2018
477971,42,Pennsylvania,85,Mercer County,11,7,2926,2801,5727,2018
477972,42,Pennsylvania,85,Mercer County,11,8,2963,2878,5841,2018
477973,42,Pennsylvania,85,Mercer County,11,9,2964,2872,5836,2018
477974,42,Pennsylvania,85,Mercer County,11,10,3446,3396,6842,2018
477975,42,Pennsylvania,85,Mercer County,11,11,3822,3769,7591,2018
477976,42,Pennsylvania,85,Mercer County,11,12,4095,4203,8298,2018
477977,42,Pennsylvania,85,Mercer County,11,13,4123,4334,8457,2018
477978,42,Pennsylvania,85,Mercer County,11,14,3581,3720,7301,2018
477979,42,Pennsylvania,85,Mercer County,11,15,2584,3065,5649,2018
477980,42,Pennsylvania,85,Mercer County,11,16,1857,2396,4253,2018
477981,42,Pennsylvania,85,Mercer County,11,17,1264,1782,3046,2018
477982,42,Pennsylvania,85,Mercer County,11,18,1245,2497,3742,2018
478174,42,Pennsylvania,87,Mifflin County,11,1,1398,1407,2805,2018
478175,42,Pennsylvania,87,Mifflin County,11,2,1415,1401,2816,2018
478176,42,Pennsylvania,87,Mifflin County,11,3,1460,1394,2854,2018
478177,42,Pennsylvania,87,Mifflin County,11,4,1412,1287,2699,2018
478178,42,Pennsylvania,87,Mifflin County,11,5,1252,1186,2438,2018
478179,42,Pennsylvania,87,Mifflin County,11,6,1411,1321,2732,2018
478180,42,Pennsylvania,87,Mifflin County,11,7,1278,1200,2478,2018
478181,42,Pennsylvania,87,Mifflin County,11,8,1211,1272,2483,2018
478182,42,Pennsylvania,87,Mifflin County,11,9,1157,1177,2334,2018
478183,42,Pennsylvania,87,Mifflin County,11,10,1415,1513,2928,2018
478184,42,Pennsylvania,87,Mifflin County,11,11,1606,1577,3183,2018
478185,42,Pennsylvania,87,Mifflin County,11,12,1639,1649,3288,2018
478186,42,Pennsylvania,87,Mifflin County,11,13,1546,1604,3150,2018
478187,42,Pennsylvania,87,Mifflin County,11,14,1344,1543,2887,2018
478188,42,Pennsylvania,87,Mifflin County,11,15,1111,1333,2444,2018
478189,42,Pennsylvania,87,Mifflin County,11,16,937,1038,1975,2018
478190,42,Pennsylvania,87,Mifflin County,11,17,595,753,1348,2018
478191,42,Pennsylvania,87,Mifflin County,11,18,449,931,1380,2018
478383,42,Pennsylvania,89,Monroe County,11,1,3911,3734,7645,2018
478384,42,Pennsylvania,89,Monroe County,11,2,4404,4175,8579,2018
478385,42,Pennsylvania,89,Monroe County,11,3,5214,4945,10159,2018
478386,42,Pennsylvania,89,Monroe County,11,4,6362,6266,12628,2018
478387,42,Pennsylvania,89,Monroe County,11,5,6289,6072,12361,2018
478388,42,Pennsylvania,89,Monroe County,11,6,5386,4765,10151,2018
478389,42,Pennsylvania,89,Monroe County,11,7,4705,4378,9083,2018
478390,42,Pennsylvania,89,Monroe County,11,8,4277,4498,8775,2018
478391,42,Pennsylvania,89,Monroe County,11,9,4382,5003,9385,2018
478392,42,Pennsylvania,89,Monroe County,11,10,5248,5844,11092,2018
478393,42,Pennsylvania,89,Monroe County,11,11,6613,6799,13412,2018
478394,42,Pennsylvania,89,Monroe County,11,12,7146,7146,14292,2018
478395,42,Pennsylvania,89,Monroe County,11,13,6330,6434,12764,2018
478396,42,Pennsylvania,89,Monroe County,11,14,5000,5046,10046,2018
478397,42,Pennsylvania,89,Monroe County,11,15,3811,3989,7800,2018
478398,42,Pennsylvania,89,Monroe County,11,16,2378,2717,5095,2018
478399,42,Pennsylvania,89,Monroe County,11,17,1430,1867,3297,2018
478400,42,Pennsylvania,89,Monroe County,11,18,1086,1857,2943,2018
478592,42,Pennsylvania,91,Montgomery County,11,1,23241,22204,45445,2018
478593,42,Pennsylvania,91,Montgomery County,11,2,25180,23904,49084,2018
478594,42,Pennsylvania,91,Montgomery County,11,3,26399,25517,51916,2018
478595,42,Pennsylvania,91,Montgomery County,11,4,25661,25250,50911,2018
478596,42,Pennsylvania,91,Montgomery County,11,5,23368,23703,47071,2018
478597,42,Pennsylvania,91,Montgomery County,11,6,25577,24222,49799,2018
478598,42,Pennsylvania,91,Montgomery County,11,7,27210,26885,54095,2018
478599,42,Pennsylvania,91,Montgomery County,11,8,27232,26826,54058,2018
478600,42,Pennsylvania,91,Montgomery County,11,9,24573,25177,49750,2018
478601,42,Pennsylvania,91,Montgomery County,11,10,26907,27495,54402,2018
478602,42,Pennsylvania,91,Montgomery County,11,11,28259,29746,58005,2018
478603,42,Pennsylvania,91,Montgomery County,11,12,29218,31414,60632,2018
478604,42,Pennsylvania,91,Montgomery County,11,13,27000,29312,56312,2018
478605,42,Pennsylvania,91,Montgomery County,11,14,21319,23921,45240,2018
478606,42,Pennsylvania,91,Montgomery County,11,15,16061,19426,35487,2018
478607,42,Pennsylvania,91,Montgomery County,11,16,11014,14166,25180,2018
478608,42,Pennsylvania,91,Montgomery County,11,17,7158,10731,17889,2018
478609,42,Pennsylvania,91,Montgomery County,11,18,7891,15437,23328,2018
478801,42,Pennsylvania,93,Montour County,11,1,549,499,1048,2018
478802,42,Pennsylvania,93,Montour County,11,2,509,500,1009,2018
478803,42,Pennsylvania,93,Montour County,11,3,560,461,1021,2018
478804,42,Pennsylvania,93,Montour County,11,4,542,443,985,2018
478805,42,Pennsylvania,93,Montour County,11,5,403,429,832,2018
478806,42,Pennsylvania,93,Montour County,11,6,587,593,1180,2018
478807,42,Pennsylvania,93,Montour County,11,7,708,592,1300,2018
478808,42,Pennsylvania,93,Montour County,11,8,562,531,1093,2018
478809,42,Pennsylvania,93,Montour County,11,9,441,533,974,2018
478810,42,Pennsylvania,93,Montour County,11,10,494,532,1026,2018
478811,42,Pennsylvania,93,Montour County,11,11,561,590,1151,2018
478812,42,Pennsylvania,93,Montour County,11,12,696,744,1440,2018
478813,42,Pennsylvania,93,Montour County,11,13,644,699,1343,2018
478814,42,Pennsylvania,93,Montour County,11,14,512,583,1095,2018
478815,42,Pennsylvania,93,Montour County,11,15,390,478,868,2018
478816,42,Pennsylvania,93,Montour County,11,16,279,366,645,2018
478817,42,Pennsylvania,93,Montour County,11,17,205,376,581,2018
478818,42,Pennsylvania,93,Montour County,11,18,172,477,649,2018
479010,42,Pennsylvania,95,Northampton County,11,1,7627,7150,14777,2018
479011,42,Pennsylvania,95,Northampton County,11,2,8425,7913,16338,2018
479012,42,Pennsylvania,95,Northampton County,11,3,9347,8857,18204,2018
479013,42,Pennsylvania,95,Northampton County,11,4,11072,10149,21221,2018
479014,42,Pennsylvania,95,Northampton County,11,5,10765,9528,20293,2018
479015,42,Pennsylvania,95,Northampton County,11,6,9720,8961,18681,2018
479016,42,Pennsylvania,95,Northampton County,11,7,9187,8908,18095,2018
479017,42,Pennsylvania,95,Northampton County,11,8,8815,9115,17930,2018
479018,42,Pennsylvania,95,Northampton County,11,9,8378,8748,17126,2018
479019,42,Pennsylvania,95,Northampton County,11,10,9583,9862,19445,2018
479020,42,Pennsylvania,95,Northampton County,11,11,10430,10749,21179,2018
479021,42,Pennsylvania,95,Northampton County,11,12,10947,11390,22337,2018
479022,42,Pennsylvania,95,Northampton County,11,13,10263,10963,21226,2018
479023,42,Pennsylvania,95,Northampton County,11,14,8326,9211,17537,2018
479024,42,Pennsylvania,95,Northampton County,11,15,6704,7750,14454,2018
479025,42,Pennsylvania,95,Northampton County,11,16,4490,5541,10031,2018
479026,42,Pennsylvania,95,Northampton County,11,17,2809,3997,6806,2018
479027,42,Pennsylvania,95,Northampton County,11,18,3066,6061,9127,2018
479219,42,Pennsylvania,97,Northumberland County,11,1,2418,2269,4687,2018
479220,42,Pennsylvania,97,Northumberland County,11,2,2475,2333,4808,2018
479221,42,Pennsylvania,97,Northumberland County,11,3,2595,2485,5080,2018
479222,42,Pennsylvania,97,Northumberland County,11,4,2544,2318,4862,2018
479223,42,Pennsylvania,97,Northumberland County,11,5,2702,2201,4903,2018
479224,42,Pennsylvania,97,Northumberland County,11,6,3054,2593,5647,2018
479225,42,Pennsylvania,97,Northumberland County,11,7,2920,2509,5429,2018
479226,42,Pennsylvania,97,Northumberland County,11,8,2818,2563,5381,2018
479227,42,Pennsylvania,97,Northumberland County,11,9,2682,2369,5051,2018
479228,42,Pennsylvania,97,Northumberland County,11,10,2988,2767,5755,2018
479229,42,Pennsylvania,97,Northumberland County,11,11,3259,3083,6342,2018
479230,42,Pennsylvania,97,Northumberland County,11,12,3368,3445,6813,2018
479231,42,Pennsylvania,97,Northumberland County,11,13,3380,3487,6867,2018
479232,42,Pennsylvania,97,Northumberland County,11,14,2880,3031,5911,2018
479233,42,Pennsylvania,97,Northumberland County,11,15,2238,2571,4809,2018
479234,42,Pennsylvania,97,Northumberland County,11,16,1495,1900,3395,2018
479235,42,Pennsylvania,97,Northumberland County,11,17,1047,1472,2519,2018
479236,42,Pennsylvania,97,Northumberland County,11,18,919,1905,2824,2018
479428,42,Pennsylvania,99,Perry County,11,1,1340,1289,2629,2018
479429,42,Pennsylvania,99,Perry County,11,2,1434,1322,2756,2018
479430,42,Pennsylvania,99,Perry County,11,3,1460,1275,2735,2018
479431,42,Pennsylvania,99,Perry County,11,4,1484,1181,2665,2018
479432,42,Pennsylvania,99,Perry County,11,5,1193,1149,2342,2018
479433,42,Pennsylvania,99,Perry County,11,6,1481,1373,2854,2018
479434,42,Pennsylvania,99,Perry County,11,7,1351,1306,2657,2018
479435,42,Pennsylvania,99,Perry County,11,8,1428,1356,2784,2018
479436,42,Pennsylvania,99,Perry County,11,9,1259,1326,2585,2018
479437,42,Pennsylvania,99,Perry County,11,10,1591,1529,3120,2018
479438,42,Pennsylvania,99,Perry County,11,11,1776,1693,3469,2018
479439,42,Pennsylvania,99,Perry County,11,12,1777,1746,3523,2018
479440,42,Pennsylvania,99,Perry County,11,13,1704,1785,3489,2018
479441,42,Pennsylvania,99,Perry County,11,14,1603,1480,3083,2018
479442,42,Pennsylvania,99,Perry County,11,15,1101,1109,2210,2018
479443,42,Pennsylvania,99,Perry County,11,16,697,779,1476,2018
479444,42,Pennsylvania,99,Perry County,11,17,385,539,924,2018
479445,42,Pennsylvania,99,Perry County,11,18,264,574,838,2018
479637,42,Pennsylvania,101,Philadelphia County,11,1,53298,50854,104152,2018
479638,42,Pennsylvania,101,Philadelphia County,11,2,50013,48320,98333,2018
479639,42,Pennsylvania,101,Philadelphia County,11,3,45377,44370,89747,2018
479640,42,Pennsylvania,101,Philadelphia County,11,4,48344,48162,96506,2018
479641,42,Pennsylvania,101,Philadelphia County,11,5,54825,57170,111995,2018
479642,42,Pennsylvania,101,Philadelphia County,11,6,77848,83487,161335,2018
479643,42,Pennsylvania,101,Philadelphia County,11,7,68680,72754,141434,2018
479644,42,Pennsylvania,101,Philadelphia County,11,8,52600,57480,110080,2018
479645,42,Pennsylvania,101,Philadelphia County,11,9,42053,46379,88432,2018
479646,42,Pennsylvania,101,Philadelphia County,11,10,42341,47086,89427,2018
479647,42,Pennsylvania,101,Philadelphia County,11,11,43425,48640,92065,2018
479648,42,Pennsylvania,101,Philadelphia County,11,12,43644,50970,94614,2018
479649,42,Pennsylvania,101,Philadelphia County,11,13,40368,49374,89742,2018
479650,42,Pennsylvania,101,Philadelphia County,11,14,31055,39987,71042,2018
479651,42,Pennsylvania,101,Philadelphia County,11,15,22367,30722,53089,2018
479652,42,Pennsylvania,101,Philadelphia County,11,16,14504,21959,36463,2018
479653,42,Pennsylvania,101,Philadelphia County,11,17,9483,16143,25626,2018
479654,42,Pennsylvania,101,Philadelphia County,11,18,9347,20709,30056,2018
479846,42,Pennsylvania,103,Pike County,11,1,1101,1065,2166,2018
479847,42,Pennsylvania,103,Pike County,11,2,1307,1170,2477,2018
479848,42,Pennsylvania,103,Pike County,11,3,1695,1505,3200,2018
479849,42,Pennsylvania,103,Pike County,11,4,1781,1652,3433,2018
479850,42,Pennsylvania,103,Pike County,11,5,1663,1469,3132,2018
479851,42,Pennsylvania,103,Pike County,11,6,1524,1238,2762,2018
479852,42,Pennsylvania,103,Pike County,11,7,1348,1165,2513,2018
479853,42,Pennsylvania,103,Pike County,11,8,1454,1401,2855,2018
479854,42,Pennsylvania,103,Pike County,11,9,1500,1456,2956,2018
479855,42,Pennsylvania,103,Pike County,11,10,1784,1900,3684,2018
479856,42,Pennsylvania,103,Pike County,11,11,2271,2302,4573,2018
479857,42,Pennsylvania,103,Pike County,11,12,2505,2464,4969,2018
479858,42,Pennsylvania,103,Pike County,11,13,2251,2221,4472,2018
479859,42,Pennsylvania,103,Pike County,11,14,2009,2015,4024,2018
479860,42,Pennsylvania,103,Pike County,11,15,1672,1756,3428,2018
